date,opend,highd,lowd,closed
2017-01-04,0.06999969482421875,0.28999996185302734,-0.06999969482421875,0.15999984741210938
2017-01-05,0.020000457763671875,0.05999946594238281,-0.20000076293945312,-0.030000686645507812
2017-01-06,0.07999992370605469,0.010000228881835938,-0.17999935150146484,-0.14999961853027344
2017-01-09,-0.020000457763671875,0.1100006103515625,-0.3099994659423828,-0.2999992370605469
2017-01-10,-0.030000686645507812,0.32000064849853516,-0.25,0.039999961853027344
2017-01-11,0.020000457763671875,0.26000022888183594,-0.09000015258789062,0.22999954223632812
2017-01-12,-0.049999237060546875,0.06999969482421875,-0.3299999237060547,-0.10000038146972656
2017-01-13,0.0,0.14999961853027344,-0.10000038146972656,-0.01999950408935547
2017-01-17,-0.09000015258789062,0.21000003814697266,-0.11999988555908203,-0.10000038146972656
2017-01-18,0.029999732971191406,0.09000015258789062,-0.1099996566772461,-0.029999732971191406
2017-01-19,0.23000049591064453,0.21000003814697266,-0.06000041961669922,0.049999237060546875
2017-01-20,0.10000038146972656,0.029999732971191406,-0.3599996566772461,-0.23000049591064453
2017-01-23,-0.01999950408935547,0.01999950408935547,-0.3000001907348633,-0.039999961853027344
2017-01-24,0.029999732971191406,0.5500001907348633,-0.029999732971191406,0.4700002670288086
2017-01-25,0.09000015258789062,0.09000015258789062,-0.1400003433227539,-0.07000064849853516
2017-01-26,0.030000686645507812,0.09000015258789062,-0.4499998092651367,-0.43000030517578125
2017-01-27,0.039999961853027344,0.2799997329711914,-0.05000019073486328,-0.029999732971191406
2017-01-30,0.029999732971191406,0.020000457763671875,-0.21000003814697266,0.010000228881835938
2017-01-31,-0.06999969482421875,0.3399991989135742,-0.20000076293945312,0.2799997329711914
2017-02-01,0.06999969482421875,0.039999961853027344,-0.2799997329711914,-0.13000011444091797
2017-02-02,-0.09999942779541016,0.3299999237060547,-0.020000457763671875,0.31999969482421875
2017-02-03,0.010000228881835938,0.09999942779541016,-0.10000038146972656,0.05000019073486328
2017-02-06,-0.10000038146972656,0.13000011444091797,-0.07999992370605469,0.09000015258789062
2017-02-07,0.0,0.17999935150146484,-0.10000038146972656,0.1700000762939453
2017-02-08,-0.020000457763671875,0.23000049591064453,-0.01999950408935547,0.10000038146972656
2017-02-09,0.0,0.26000022888183594,-0.06000041961669922,0.13000011444091797
2017-02-10,0.009999275207519531,0.09000015258789062,-0.09999942779541016,0.07000064849853516
2017-02-13,0.029999732971191406,0.3600006103515625,-0.05000019073486328,0.29000091552734375
2017-02-14,-0.0800008773803711,0.4499998092651367,-0.010000228881835938,0.09999942779541016
2017-02-15,-0.019998550415039062,0.09999847412109375,-0.15000057220458984,-0.060001373291015625
2017-02-16,0.010000228881835938,0.04000091552734375,-0.09999942779541016,-0.06999969482421875
2017-02-17,-0.039999961853027344,0.06999969482421875,-0.15999984741210938,0.06999969482421875
2017-02-21,-0.01999950408935547,0.28999900817871094,0.0,0.1999988555908203
2017-02-22,-0.03999900817871094,0.14999961853027344,0.0,0.1100006103515625
2017-02-23,0.3099994659423828,1.289999008178711,-0.030000686645507812,1.0900001525878906
2017-02-24,-0.26000022888183594,0.3400001525878906,-0.030000686645507812,0.3099994659423828
2017-02-27,0.0,0.15999984741210938,-0.1700000762939453,0.0
2017-02-28,-0.010000228881835938,0.030000686645507812,-0.26999855041503906,-0.26999855041503906
2017-03-01,0.279998779296875,0.05999946594238281,-0.1999988555908203,-0.029998779296875
